pct_blocked_calls,pct_dropped_calls
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
