pct_blocked_calls,pct_dropped_calls
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
0E+00,0E+00
9.009009009009009E-01,0E+00
8.928571428571428E-01,0E+00
8.849557522123894E-01,0E+00
8.771929824561403E-01,0E+00
8.695652173913043E-01,0E+00
8.620689655172413E-01,0E+00
8.547008547008548E-01,0E+00
8.47457627118644E-01,0E+00
8.403361344537815E-01,0E+00
8.333333333333334E-01,0E+00
8.264462809917356E-01,0E+00
